Gene	Grantham_Distance	Stop_Codon_Alt	Missense_Count	Homolog	Homolog_Description	Homolog_Symbol	Haploblock
Ha412HOChr14g0665721	0	0	0	AT1G70530	Encodes a cysteine-rich receptor-like protein kinase.	CYSTEINE-RICH RLK (RECEPTOR-LIKE PROTEIN KINASE) 3 (CRK3)	PETFAL_14_01
Ha412HOChr14g0665741	74	0	1	AT1G70520	Encodes a cysteine-rich receptor-like protein kinase. Involved in regulating microbe-associated molecular pattern-triggered ROS production. Required for MAMP-triggered responses and resistance to Pseudomonas syringae pv. tomato  118 DC3000 .		PETFAL_14_01
Ha412HOChr14g0665781	0	0	0	AT1G70520	Encodes a cysteine-rich receptor-like protein kinase. Involved in regulating microbe-associated molecular pattern-triggered ROS production. Required for MAMP-triggered responses and resistance to Pseudomonas syringae pv. tomato  118 DC3000 .		PETFAL_14_01
Ha412HOChr14g0665831	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0665851	0	0	0	AT4G09670	Oxidoreductase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0665861	0	0	0	AT3G14690	putative cytochrome P450 The mRNA is cell-to-cell mobile.	CYTOCHROME P450, FAMILY 72, SUBFAMILY A, POLYPEPTIDE 15 (CYP72A15)	PETFAL_14_01
Ha412HOChr14g0665891	0	0	0	AT3G14660	putative cytochrome P450 The mRNA is cell-to-cell mobile.	CYTOCHROME P450, FAMILY 72, SUBFAMILY A, POLYPEPTIDE 13 (CYP72A13)	PETFAL_14_01
Ha412HOChr14g0665921	0	0	0	AT1G17060	Encodes a protein with similarity to other cytochrome P450's and is a homolog of BAS1. Over expression causes a dwarf phenotype resembling brassinolide resistant mutants. Double mutant analysis of sob7/bas1 loss of function mutants suggests these genes have redundant functions in light responsiveness. SOB7 may function in metabolizing brassinolides. Expressed in leaf, root, stem and silique but expression highest in flower and cauline leaves. Dominant overexpressing plants have dwarf phenotype, short siliques/seeds, rounded dark green leaves and short hypocotyls in light and dark. Loss of function alleles result in plants with long hypocotyls.	CYTOCHROME P450 72C1 (CYP72C1)	PETFAL_14_01
Ha412HOChr14g0665931	0	0	0	AT2G01970	Endomembrane protein 70 protein family;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0665941	0	0	0	AT2G01970	Endomembrane protein 70 protein family;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0665951	0	0	0	AT5G17330	Encodes one of two isoforms of glutamate decarboxylase. The mRNA is cell-to-cell mobile.	GLUTAMATE DECARBOXYLASE (GAD)	PETFAL_14_01
Ha412HOChr14g0665971	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666081	0	0	0	AT4G27000	RNA-binding (RRM/RBD/RNP motifs) family protein;(source:Araport11)	(ATRBP45C)	PETFAL_14_01
Ha412HOChr14g0666091	0	0	0	AT5G06620	SET domain protein 38;(source:Araport11)	SET DOMAIN PROTEIN 38 (SDG38)	PETFAL_14_01
Ha412HOChr14g0666111	0	0	0	AT1G16890	UBC36/UBC13B encodes a protein that may play a role in DNA damage responses and error-free post-replicative DNA repair. It can bind to the MMZ/UEV1 proteins in vitro.	UBIQUITIN-CONJUGATING ENZYME 36 (UBC36)	PETFAL_14_01
Ha412HOChr14g0666121	0	0	0	AT1G54340	NADP-specific isocitrate dehydrogenase (ICDH) The mRNA is cell-to-cell mobile.	ISOCITRATE DEHYDROGENASE (ICDH)	PETFAL_14_01
Ha412HOChr14g0666131	0	0	0	AT3G03220	member of Alpha-Expansin Gene Family. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	EXPANSIN A13 (EXPA13)	PETFAL_14_01
Ha412HOChr14g0666141	43	0	1	AT3G03210	Pmr5/Cas1p GDSL/SGNH-like acyl-esterase family protein;(source:Araport11)	ALTERED XYLOGLUCAN 9 (AXY9)	PETFAL_14_01
Ha412HOChr14g0666151	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666171	291	0	5	AT1G65910	NAC domain containing protein 28;(source:Araport11)	NAC DOMAIN CONTAINING PROTEIN 28 (NAC028)	PETFAL_14_01
Ha412HOChr14g0666181	0	0	0	AT1G65900	plant/protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666191	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666201	0	0	0	AT1G65900	plant/protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666211	29	0	1	AT5G57500	Galactosyltransferase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666221	152	0	2	AT1G73370	Encodes a protein with sucrose synthase activity (SUS6).	SUCROSE SYNTHASE 6 (SUS6)	PETFAL_14_01
Ha412HOChr14g0666261	0	0	0	AT1G75410	BEL1-like homeodomain 3 (BLH3)	BEL1-LIKE HOMEODOMAIN 3 (BLH3)	PETFAL_14_01
Ha412HOChr14g0666271	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666281	274	0	4	AT1G65780	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666301	81	0	1	AT1G65780	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666341	0	0	0	AT1G65780	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666361	0	0	0	AT1G65710	serine/arginine repetitive matrix-like protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666411	0	0	0	AT5G55830	Concanavalin A-like lectin protein kinase family protein;(source:Araport11)	L-TYPE LECTIN RECEPTOR KINASE S.7 (LECRK-S.7)	PETFAL_14_01
Ha412HOChr14g0666421	0	0	0	AT1G65820	microsomal glutathione s-transferase;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666431	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666451	0	0	0	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666461	98	0	1	AT5G52090	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666481	0	0	0	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666491	0	0	0	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666501	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666511	184	0	5	AT1G65810	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666521	45	0	1	AT1G44770	elongation factor;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666531	0	0	0	AT3G58690	Protein kinase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666541	0	0	0	AT5G53580	NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)	PYRIDOXAL REDUCTASE 1 (PLR1)	PETFAL_14_01
Ha412HOChr14g0666561	345	0	4	AT5G16370	acyl activating enzyme 5;(source:Araport11)	ACYL ACTIVATING ENZYME 5 (AAE5)	PETFAL_14_01
Ha412HOChr14g0666571	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666601	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666611	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666621	0	0	0	AT5G54670	Encodes a truncated KatC polypeptide (KatC(207-754)), which includes the carboxyl-terminal region of KatC. This was expressed in Escherichia coli and was shown to possess microtubule-stimulated ATPase activity.	KINESIN 3 (ATK3)	PETFAL_14_01
Ha412HOChr14g0666631	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666641	5	0	1	AT5G16340	AMP-dependent synthetase and ligase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666651	0	0	0	AT5G16340	AMP-dependent synthetase and ligase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666661	0	0	0	AT1G27470	transducin family protein / WD-40 repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666671	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666691	0	0	0	AT3G02700	NC domain-containing protein-like protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666701	0	0	0	AT5G48910	Encodes LPA66, a chloroplast protein of the pentatricopeptide repeat family. In lpa66 mutants, editing of psbF that converts serine to phenylalanine is specifically impaired. lpa66 mutants also display a high chlorophyll fluorescence phenotype.	LOW PSII ACCUMULATION 66 (LPA66)	PETFAL_14_01
Ha412HOChr14g0666711	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666721	0	0	0	AT5G37020	Encodes a member of the auxin response factor family. Mediates auxin response via expression of auxin regulated genes. Acts redundantly with ARF6 to control stamen elongation and flower maturation. Expression of ARF8 is controlled by miR167.	AUXIN RESPONSE FACTOR 8 (ARF8)	PETFAL_14_01
Ha412HOChr14g0666731	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666751	0	0	0	AT5G65930	encodes a novel member of the kinesin superfamily of motor proteins. recessive mutations have reduced number of trichome branches.	ZWICHEL (ZWI)	PETFAL_14_01
Ha412HOChr14g0666761	0	0	0	AT1G14130	DAO1 is an IAA oxidase expressed in many different plant parts. it is a member of a family of dioxygenase and 2OG Fe(II) oxygenase domain and DAO domain containing proteins. It appears to be the major IAA oxidase in planta and major contributor to IAA degradation.	DIOXYGENASE FOR AUXIN OXIDATION 1 (DAO1)	PETFAL_14_01
Ha412HOChr14g0666791	0	0	0	AT4G39950	Belongs to cytochrome P450 and is involved in tryptophan metabolism. Converts Trp to indo-3-acetaldoxime (IAOx), a precursor to IAA and indole glucosinolates. The mRNA is cell-to-cell mobile.	CYTOCHROME P450, FAMILY 79, SUBFAMILY B, POLYPEPTIDE 2 (CYP79B2)	PETFAL_14_01
Ha412HOChr14g0666811	0	0	0	AT2G22330	Encodes a cytochrome P450. Involved in tryptophan metabolism. Converts Trp to indole-3-acetaldoxime (IAOx), a precursor to IAA and indole glucosinolates. The mRNA is cell-to-cell mobile.	CYTOCHROME P450, FAMILY 79, SUBFAMILY B, POLYPEPTIDE 3 (CYP79B3)	PETFAL_14_01
Ha412HOChr14g0666821	0	0	0	AT1G14130	DAO1 is an IAA oxidase expressed in many different plant parts. it is a member of a family of dioxygenase and 2OG Fe(II) oxygenase domain and DAO domain containing proteins. It appears to be the major IAA oxidase in planta and major contributor to IAA degradation.	DIOXYGENASE FOR AUXIN OXIDATION 1 (DAO1)	PETFAL_14_01
Ha412HOChr14g0666841	126	0	3	AT1G14130	DAO1 is an IAA oxidase expressed in many different plant parts. it is a member of a family of dioxygenase and 2OG Fe(II) oxygenase domain and DAO domain containing proteins. It appears to be the major IAA oxidase in planta and major contributor to IAA degradation.	DIOXYGENASE FOR AUXIN OXIDATION 1 (DAO1)	PETFAL_14_01
Ha412HOChr14g0666851	139	0	2	AT5G45650	subtilase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666861	0	0	0	AT1G80550	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666871	0	0	0	AT1G80550	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666881	10	0	1	AT3G51520	Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.	DIACYLGLYCEROL ACYLTRANSFERASE 2 (DGAT2)	PETFAL_14_01
Ha412HOChr14g0666921	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666941	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666951	0	0	0	AT3G51520	Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.	DIACYLGLYCEROL ACYLTRANSFERASE 2 (DGAT2)	PETFAL_14_01
Ha412HOChr14g0666961	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0666971	0	0	0	AT3G51520	Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.	DIACYLGLYCEROL ACYLTRANSFERASE 2 (DGAT2)	PETFAL_14_01
Ha412HOChr14g0666981	0	0	0	AT2G04740	ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0666991	0	0	0	AT2G04740	ankyrin repeat family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667001	0	0	0	AT3G51520	Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.	DIACYLGLYCEROL ACYLTRANSFERASE 2 (DGAT2)	PETFAL_14_01
Ha412HOChr14g0667011	0	0	0	AT3G51520	Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.	DIACYLGLYCEROL ACYLTRANSFERASE 2 (DGAT2)	PETFAL_14_01
Ha412HOChr14g0667021	0	0	0	AT1G76520	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 3 (PILS3)	PETFAL_14_01
Ha412HOChr14g0667031	0	0	0	AT3G51520	Encodes a functional acyl-CoA:diacylglycerol acyltransferase with different acyl-CoA substrate preferences and shows higher DAG to TAG conversion rate than AtDGAT1. It increases both C18:2 and C18:3 polyunsaturated fatty acids at the expense of C16:0.	DIACYLGLYCEROL ACYLTRANSFERASE 2 (DGAT2)	PETFAL_14_01
Ha412HOChr14g0667051	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667071	0	0	0	AT1G76520	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 3 (PILS3)	PETFAL_14_01
Ha412HOChr14g0667091	0	0	0	AT2G25840	Nucleotidylyl transferase superfamily protein;(source:Araport11)	OVULE ABORTION 4 (OVA4)	PETFAL_14_01
Ha412HOChr14g0667101	0	0	0	AT1G11290	Pentatricopeptide Repeat Protein containing the DYW motif. Required for editing of multiple plastid transcripts. Endonuclease activity.	CHLORORESPIRATORY REDUCTION22 (CRR22)	PETFAL_14_01
Ha412HOChr14g0667111	68	0	2	AT1G76520	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 3 (PILS3)	PETFAL_14_01
Ha412HOChr14g0667121	0	0	0	AT1G80780	Deadenylase.	CCR4-ASSOCIATED FACTOR 1J (CAF1J)	PETFAL_14_01
Ha412HOChr14g0667131	149	0	1	AT1G76520	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 3 (PILS3)	PETFAL_14_01
Ha412HOChr14g0667141	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667151	302	0	5	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667161	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667171	0	0	0	AT1G76520	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 3 (PILS3)	PETFAL_14_01
Ha412HOChr14g0667181	0	0	0	AT1G76520	Auxin efflux carrier family protein;(source:Araport11)	PIN-LIKES 3 (PILS3)	PETFAL_14_01
Ha412HOChr14g0667191	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667211	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667221	0	0	0	AT5G19620	AtOEP80 is paralog to the chloroplastic protein translocation  channel Toc75. Mutations in this locus result in embryo lethality.	OUTER ENVELOPE PROTEIN OF 80 KDA (OEP80)	PETFAL_14_01
Ha412HOChr14g0667241	0	0	0	AT1G78000	Encodes a sulfate transporter that can restore sulfate uptake capacity of a yeast mutant lacking sulfate transporter genes.	SULFATE TRANSPORTER 1;2 (SULTR1;2)	PETFAL_14_01
Ha412HOChr14g0667251	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667291	90	0	2	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667311	186	0	2	AT2G22590	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667321	309	0	2	AT5G49690	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667331	0	0	0	AT2G22590	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667361	0	0	0	AT5G65550	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667371	0	0	0	AT5G65550	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667391	221	0	3	AT2G22590	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667421	0	0	0	AT2G22590	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667431	147	0	2	AT2G22590	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667441	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667451	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667461	182	0	4	AT2G22590	UDP-Glycosyltransferase superfamily protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667471	0	0	0	AT4G38040	Exostosin family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667481	0	0	0	AT2G22610	Malectin domain kinesin. Possible role in cell division, with a possible secondary function in the nuclei.	MALECTIN DOMAIN KINESIN 2 (MDKIN2)	PETFAL_14_01
Ha412HOChr14g0667511	137	0	2	AT5G65590	Encodes a plant-specific Dof-type transcription factor expressed in maturing guard cells, but not in guard mother cells. It regulates essential processes of stomatal guard cell maturation and functions as a key transcription factor regulating the final stages of guard cell differentiation.	STOMATAL CARPENTER 1 (SCAP1)	PETFAL_14_01
Ha412HOChr14g0667521	22	0	1	AT4G37990	Encodes an aromatic alcohol:NADP+ oxidoreductase whose mRNA levels are increased in response to treatment with a variety of phytopathogenic bacteria.  Though similar to mannitol dehydrogenases, this enzyme does not have mannitol dehydrogenase activity.	ELICITOR-ACTIVATED GENE 3-2 (ELI3-2)	PETFAL_14_01
Ha412HOChr14g0667531	64	0	1	AT4G37970	cinnamyl alcohol dehydrogenase 6;(source:Araport11)	CINNAMYL ALCOHOL DEHYDROGENASE 6 (CAD6)	PETFAL_14_01
Ha412HOChr14g0667541	29	0	1	AT4G37990	Encodes an aromatic alcohol:NADP+ oxidoreductase whose mRNA levels are increased in response to treatment with a variety of phytopathogenic bacteria.  Though similar to mannitol dehydrogenases, this enzyme does not have mannitol dehydrogenase activity.	ELICITOR-ACTIVATED GENE 3-2 (ELI3-2)	PETFAL_14_01
Ha412HOChr14g0667551	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667571	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667591	0	0	0	AT2G17280	Phosphoglycerate mutase family protein;(source:Araport11)		PETFAL_14_01
Ha412HOChr14g0667611	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667621	0	0	0	AT4G37970	cinnamyl alcohol dehydrogenase 6;(source:Araport11)	CINNAMYL ALCOHOL DEHYDROGENASE 6 (CAD6)	PETFAL_14_01
Ha412HOChr14g0667631	0	0	0	NA	NA	NA	PETFAL_14_01
Ha412HOChr14g0667641	0	0	0	AT4G37980	NADPH-dependent cinnamaldehyde and hexenal reductase involved in the production of green leaf volitile compounds.	ELICITOR-ACTIVATED GENE 3-1 (ELI3-1)	PETFAL_14_01
Ha412HOChr14g0667701	0	0	0	AT4G37970	cinnamyl alcohol dehydrogenase 6;(source:Araport11)	CINNAMYL ALCOHOL DEHYDROGENASE 6 (CAD6)	PETFAL_14_01
Ha412HOChr14g0667721	475	0	6	AT5G10530	Concanavalin A-like lectin protein kinase family protein;(source:Araport11)	L-TYPE LECTIN RECEPTOR KINASE IX.1 (LECRK-IX.1)	PETFAL_14_01
Ha412HOChr14g0667741	0	0	0	AT2G01570	Member of the VHIID/DELLA regulatory family. Contains homopolymeric serine and threonine residues, a putative nuclear localization signal, leucine heptad repeats, and an LXXLL motif. Putative transcriptional regulator repressing the gibberellin response and integration of phytohormone signalling. DELLAs repress cell proliferation and expansion that drives plant growth. The protein undergoes degradation in response to GA via the 26S proteasome. RGA1 binds to PIF3 and  inhibits its DNA binding activity and thus affects the expression of PIF3 regulated genes. RGA may be involved in reducing ROS accumulation in response to stress by up-regulating the transcription of superoxide dismutases. Represses GA-induced vegetative growth and floral initiation. Rapidly degraded in response to GA. Involved in fruit and flower development.	REPRESSOR OF GA1-3 1 (RGA1)	PETFAL_14_01
Ha412HOChr14g0667751	0	0	0	AT5G16710	DHAR3 protein undergoes thiolation following treatment with the  oxidant tert-butylhydroperoxide.Encodes 30-40% of extractable leaf GSH-dependent DHAR activity. Single knockout mutants show unaltered ascorbate and glutathione status in optimal and oxidative stress conditions.Makes a minor contribution to glutathione oxidation in response to increased intracellular hydrogen peroxide (catalase deficiency) (PMID:28381499).	DEHYDROASCORBATE REDUCTASE 1 (DHAR3)	PETFAL_14_01
